Branch,Staff,Operating_Cost,Deposits_2016,Deposit_Growth,Avg_Deposits,Latitude,Longitude
Industrial Park Branch,0.008333,833.3000000000001,41665,15527553.0,35851.857142857145,43.08165,-76.10378
Minoa Branch,0.005307999999999999,530.8,26540,15523276.0,24518.85714285714,43.07763,-76.00092
Oneida Branch,0.0064348,643.48,32174,15525065.0,25717.285714285714,43.09494,-75.65184
Oswego Branch,0.010367399999999999,1036.74,51837,15525083.0,44429.28571428572,43.45603,-76.51095
Seventh North Branch,0.015978799999999998,1597.88,79894,15533228.0,64950.142857142855,43.09146,-76.17007
James Street Branch,0.0089156,891.5600000000001,44578,15528573.0,37863.28571428572,43.05641,-76.14037
University Branch,0.025729799999999997,2572.98,128649,15550359.0,79826.0,43.04346,-76.13653
Manlius Branch,0.0189858,1898.58,94929,15535873.0,77488.28571428571,43.00564,-75.98423
Cicero Banking Center Branch,0.0147394,1473.94,73697,15530482.0,57699.71428571428,43.15179,-76.12463
Lincoln Center Branch,0.022539,2253.9,112695,15525470.0,102473.42857142857,43.04874,-76.15296
Brighton Monroe Branch,0.0339758,3397.58,169879,15534173.0,141301.42857142858,43.12933,-77.56781
Brockport Branch,0.012114,1211.4,60570,15523658.0,52914.28571428572,43.21519,-77.93859
Canandaigua Branch,0.014554999999999998,1455.5,72775,15528556.0,64952.0,42.88582,-77.28012
Charlotte Branch,0.014541,1454.1000000000001,72705,15523802.0,47484.142857142855,43.24174,-77.62017
Henrietta Branch,0.0276256,2762.56,138128,15544966.0,99548.85714285714,43.08942,-77.6101
Irondequoit West Branch,0.0119036,1190.3600000000001,59518,15524250.0,55210.0,43.21067,-77.59862
Macedon Branch,0.006091999999999999,609.2,30460,15531193.0,25518.714285714286,43.06925,-77.28757
Eastway Branch,0.016177,1617.7,80885,15534223.0,62163.142857142855,43.19285,-77.50225
East Rochester Fairport Road Branch,0.011177,1117.7,55885,15527794.0,44393.857142857145,43.10297,-77.48247
Monroe Avenue Branch,0.0092252,922.52,46126,15527870.0,39400.0,43.14573,-77.59227
West End Branch,0.001379,137.9,6895,15524453.0,6167.857142857143,43.14953,-77.636
Browncroft Branch,0.0065324,653.24,32662,15526411.0,27907.428571428572,43.16011,-77.54862
Penfield Branch,0.0178118,1781.18,89059,15536333.0,66901.28571428571,43.1292,-77.44129
Irondequoit East Branch,0.0083786,837.86,41893,15524455.0,40801.42857142857,43.20259,-77.56499
Perinton Plaza Branch,0.0226102,2261.02,113051,15526685.0,94108.0,43.07051,-77.44241
Greece Ridge Branch,0.007776399999999999,777.64,38882,15526724.0,33446.0,43.20629,-77.69435
Pittsford Village Branch,0.0302534,3025.34,151267,15527674.0,123548.85714285714,43.09014,-77.51318
Westgate Rochester Branch,0.012726999999999999,1272.7,63635,15528648.0,45702.857142857145,43.13186,-77.68724
Williamson Branch,0.0070079999999999995,700.8000000000001,35040,15525207.0,29933.428571428572,43.20942,-77.18437
U Of R River Campus Branch,0.018531799999999998,1853.18,92659,15544308.0,53868.0,43.12603,-77.63142
Rochester Medical Center Branch,0.028570199999999997,2857.02,142851,15531636.0,117531.42857142857,43.12152,-77.62725
Scottsville Branch,0.0073856,738.5600000000001,36928,15522490.0,32275.85714285714,43.02023,-77.74836
Liverpool Branch,0.018952,1895.2,94760,15532032.0,76809.0,43.13601,-76.22642
Greece Long Pond Branch,0.015200199999999999,1520.02,76001,15531024.0,62270.71428571428,43.25217,-77.6964
Webster Branch,0.0196374,1963.74,98187,15528069.0,76251.28571428571,43.21181,-77.44654
Arden Heights Branch,0.048125799999999996,4812.58,240629,15550297.0,193473.85714285713,40.55315,-74.19189
Ny Presbyterian Branch,0.048304,4830.400000000001,241520,15545489.0,202312.14285714287,40.84138,-73.94259
Bridgeport North End Branch,0.018764199999999998,1876.42,93821,15527091.0,89041.28571428571,41.19223,-73.19738
Bridgeport West Side Branch,0.004043,404.3,20215,15525189.0,17428.428571428572,41.16995,-73.21084
Fairfield Center Branch,0.0543924,5439.24,271962,15546960.0,259389.2857142857,41.14153,-73.25641
South Norwalk Branch,0.0089582,895.82,44791,15528597.0,37982.0,41.09897,-73.4188
Trumbull Quality Street Branch,0.0138718,1387.18,69359,15527496.0,61866.0,41.25599,-73.21702
Stony Hill Branch,0.0289532,2895.32,144766,15535212.0,128245.14285714286,41.41452,-73.4063
Milford (Ford Street) Branch,0.019842,1984.2,99210,15534377.0,87928.85714285714,41.22554,-73.07122
Fairfield Woods Branch,0.028431599999999998,2843.16,142158,15536295.0,122851.57142857143,41.18273,-73.25433
South Wilton Branch,0.021725599999999998,2172.56,108628,15526622.0,97685.42857142857,41.16495,-73.41807
Greenfield Hill Branch,0.0179514,1795.14,89757,15540584.0,73211.14285714286,41.16264,-73.28397
Newtown Branch,0.0201086,2010.8600000000001,100543,15537189.0,75013.57142857143,41.41458,-73.30159
Darien Branch,0.035988,3598.8,179940,15527498.0,162391.85714285713,41.08477,-73.46233
Shelton Branch,0.0186414,1864.14,93207,15534674.0,76004.42857142857,41.27746,-73.12147
Westport Main Street Branch,0.0512844,5128.4400000000005,256422,15583825.0,205761.85714285713,41.14397,-73.36171
New Haven Church Street Branch,0.0379312,3793.12,189656,15575020.0,124642.42857142857,41.30935,-72.92335
Greens Farms Branch,0.0251194,2511.94,125597,15520727.0,112784.71428571429,41.13894,-73.32742
Bridgeport Boston Avenue Branch,0.0074676,746.76,37338,15525108.0,33880.42857142857,41.20225,-73.18715
Stratford Barnum Avenue Branch,0.0332258,3322.58,166129,15585182.0,114606.71428571429,41.19947,-73.13164
Monroe Ct Branch,0.0169822,1698.22,84911,15526325.0,74625.28571428571,41.31428,-73.21837
New Canaan Branch,0.0764226,7642.26,382113,15524584.0,348824.28571428574,41.14704,-73.49212
Wilton Center Branch,0.048832,4883.2,244160,15558614.0,217386.57142857142,41.19454,-73.43425
Ridgefield Branch,0.0323484,3234.84,161742,15539146.0,141017.2857142857,41.28963,-73.497
Greenwich Financial Center Branch,0.0674606,6746.06,337303,15538354.0,304956.5714285714,41.03016,-73.62546
Stamford Prospect Street Branch,0.0641424,6414.24,320712,15577061.0,252874.14285714287,41.05757,-73.53729
Oradell Branch,0.0352464,3524.64,176232,15543520.0,155122.2857142857,40.95482,-74.03151
South Street Branch,0.0640916,6409.16,320458,15558596.0,219752.14285714287,40.78877,-74.47224
Boonton Branch,0.014768,1476.8,73840,15526132.0,71853.28571428571,40.9288,-74.42096
Lake Hiawatha Branch,0.0379402,3794.02,189701,15541396.0,157056.57142857142,40.88016,-74.38229
Denville Branch,0.0295828,2958.28,147914,15532461.0,125799.57142857143,40.89353,-74.47684
Florham Park Branch,0.027981799999999998,2798.18,139909,15533550.0,120274.57142857143,40.78731,-74.39056
Madison Waverly Branch,0.08233159999999999,8233.16,411658,15499672.0,534977.8571428572,40.75855,-74.41513
New Vernon Branch,0.016808999999999998,1680.9,84045,15531032.0,68892.57142857143,40.74249,-74.48442
Parsippany Road Branch,0.0426222,4262.22,213111,15554060.0,171942.0,40.8617,-74.42637
Montclair Branch,0.050817999999999995,5081.8,254090,15547014.0,204414.57142857142,40.81424,-74.21802
Upper Montclair Branch,0.039431799999999996,3943.1800000000003,197159,15537468.0,165822.0,40.8412,-74.20817
Watchung Plaza Branch,0.0273062,2730.62,136531,15525328.0,117464.28571428571,40.8298,-74.20627
Verona Branch,0.020009799999999998,2000.98,100049,15525138.0,82221.71428571429,40.83177,-74.24552
West Caldwell Branch,0.037882599999999995,3788.26,189413,15527951.0,156375.42857142858,40.85119,-74.29807
Short Hills Branch,0.0562284,5622.84,281142,15537611.0,236157.14285714287,40.72156,-74.3348
Patterson Market Branch,0.0111164,1111.64,55582,15530426.0,42187.42857142857,40.91645,-74.1714
Midland Avenue Branch,0.045623399999999995,4562.34,228117,15542427.0,179375.14285714287,40.94853,-74.06935
Clifton Branch,0.012151799999999999,1215.18,60759,15532452.0,49558.0,40.8839,-74.1485
River Edge Branch,0.0286702,2867.02,143351,15539806.0,101629.85714285714,40.9316,-74.03384
Hawthorne Branch,0.0222904,2229.04,111452,15526925.0,96020.28571428571,40.94949,-74.15524
Wyckoff Branch,0.0364402,3644.02,182201,15530218.0,170974.14285714287,40.98579,-74.1686
Hackensack Branch,0.0218206,2182.06,109103,15531063.0,86265.0,40.89468,-74.03955
Westfield Branch,0.0592402,5924.02,296201,15498827.0,263790.85714285716,40.65332,-74.34667
Hillside Branch,0.0147976,1479.76,73988,15525136.0,70109.0,40.69359,-74.23662
Ridgewood Branch,0.0414864,4148.64,207432,15544575.0,165896.85714285713,40.97959,-74.11838
Summit Branch,0.052974999999999994,5297.5,264875,15555543.0,219783.7142857143,40.71672,-74.35614
Palisades Park Branch,0.0437218,4372.18,218609,15548137.0,166130.42857142858,40.84579,-73.98571
Fort Lee Branch,0.0662354,6623.54,331177,15573628.0,255765.2857142857,40.85103,-73.96942
Chase Plaza Branch,0.38507159999999996,38507.16,1925358,15668935.0,1626528.2857142857,40.70615,-74.00859
Select Direct II Branch,0.0006703999999999999,67.04,3352,15524083.0,3644.4285714285716,40.70749,-74.00875
University Heights Branch,0.0040674,406.74,20337,15529162.0,13749.285714285714,40.85001,-73.91645
Danbury Shoprite Branch,0.0076238,762.38,38119,15525505.0,30186.714285714286,41.42438,-73.48288
Patterson Trailer Branch,0.0102068,1020.6800000000001,51034,15529845.0,41133.857142857145,41.4959,-73.59164
Mohegan Lake Fsc Branch,0.0069196,691.96,34598,15528752.0,27499.571428571428,41.31134,-73.84706
Houston Main Office,11.564117,1156411.7,57820585,12642668.0,50765482.28571428,29.75917,-95.36334
Woodlands Branch,0.0355812,3558.12,177906,15482805.0,165047.7142857143,30.13594,-95.46871
Stafford Branch,0.0696108,6961.08,348054,15540383.0,293327.5714285714,29.65071,-95.56772
Katy Freeway Branch,0.0710382,7103.82,355191,15533589.0,295308.71428571426,29.77967,-95.75194
Cypress Station Branch,0.0363162,3631.62,181581,15533356.0,162730.14285714287,30.01977,-95.44004
Champions Branch,0.053951,5395.1,269755,15529816.0,225756.2857142857,29.96969,-95.53134
Airline Branch,0.0406978,4069.78,203489,15527933.0,181355.14285714287,29.84238,-95.38446
Kirby Motor Bank Branch,0.0764702,7647.02,382351,15574368.0,286378.0,29.73817,-95.41875
Reagan Motor Bank Branch,0.08641259999999999,8641.26,432063,15546960.0,359020.28571428574,29.80288,-95.40687
Southeast Branch,0.023447,2344.7000000000003,117235,15526565.0,106523.28571428571,29.67271,-95.28743
Medical Branch,0.0898088,8980.880000000001,449044,15587938.0,332762.71428571426,29.71154,-95.39956
Tanglewood Branch,0.0685096,6850.96,342548,15513569.0,315768.4285714286,29.74991,-95.48306
Richmond/Sage Branch,0.072529,7252.900000000001,362645,15547914.0,307620.14285714284,29.73153,-95.466
Del Oro Branch,0.0411838,4118.38,205919,15545844.0,160788.14285714287,29.69276,-95.401
Lakeside Branch,0.1269002,12690.02,634501,15609160.0,458971.5714285714,29.73678,-95.55905
North Freeway Branch,0.039217999999999996,3921.8,196090,15516098.0,173665.85714285713,29.89115,-95.41173
Cyfair Branch,0.0419692,4196.92,209846,15541611.0,176408.42857142858,29.91856,-95.61193
South Belt Branch,0.0333354,3333.54,166677,15537330.0,141714.0,29.59389,-95.22545
Bay Area Boulevard Branch,0.0423874,4238.74,211937,15532625.0,172487.85714285713,29.57513,-95.1081
West Little York Branch,0.050074799999999996,5007.4800000000005,250374,15538205.0,204156.14285714287,29.8658,-95.4885
Eldridge Parkway Branch,0.0716528,7165.28,358264,15519614.0,281967.5714285714,29.75863,-95.62541
Westwood Branch,0.0383018,3830.1800000000003,191509,15532436.0,172509.7142857143,29.67561,-95.54493
West Oaks Branch,0.0181802,1818.02,90901,15529861.0,74121.57142857143,29.70872,-95.64426
Kingwood Branch,0.056485799999999996,5648.58,282429,15536584.0,248471.7142857143,30.04978,-95.24074
Pasadena South Branch,0.022549,2254.9,112745,15528623.0,103921.0,29.65099,-95.18461
Allen Center Branch,0.0385374,3853.7400000000002,192687,15526587.0,155658.0,29.75789,-95.37016
Conroe Branch,0.0469994,4699.9400000000005,234997,15527694.0,199762.2857142857,30.31616,-95.47426
Sugar Land Branch,0.059038999999999994,5903.900000000001,295195,15538920.0,235610.42857142858,29.59631,-95.61695
Friendswood Branch,0.0439434,4394.34,219717,15543673.0,177335.42857142858,29.52636,-95.19727
Mcallen Neuhaus Tower Branch,0.0902612,9026.12,451306,15510585.0,484242.71428571426,26.20206,-98.23039
West Galleria Branch,0.042427799999999995,4242.78,212139,15533606.0,171109.85714285713,29.71191,-95.46064
Bear Creek Branch,0.0407466,4074.6600000000003,203733,15540327.0,158882.85714285713,29.84183,-95.64573
Almeda Genoa Branch,0.0271118,2711.18,135559,15525357.0,117178.28571428571,29.61812,-95.21335
Gulfgate Branch,0.0413436,4134.36,206718,15532596.0,179182.2857142857,29.70054,-95.29661
Highland Village Branch,0.0366318,3663.1800000000003,183159,15534650.0,151711.7142857143,29.73892,-95.44169
Fondren South Branch,0.0114556,1145.56,57278,15531190.0,44836.28571428572,29.65595,-95.50766
Clear Lake City Boulevard Branch,0.03934,3934.0,196700,15533676.0,156086.2857142857,29.58185,-95.15429
Northeast Branch,0.0100914,1009.14,50457,15527745.0,41918.57142857143,29.79873,-95.27351
Humble Branch,0.027379999999999998,2738.0,136900,15528937.0,126383.42857142857,30.00312,-95.26936
Panther Creek Branch,0.044479199999999997,4447.92,222396,15529929.0,189913.42857142858,30.16676,-95.50223
San Marcelo Branch,0.0479814,4798.14,239907,15494524.0,248771.7142857143,25.95149,-97.49643
Boca Chica Branch,0.018270599999999998,1827.06,91353,15526905.0,83667.71428571429,25.92197,-97.48649
Lyons and Lockwood Branch,0.0085948,859.48,42974,15527964.0,34590.28571428572,29.77682,-95.31581
West Anderson Branch,0.0370408,3704.08,185204,15541517.0,143526.85714285713,30.35858,-97.73624
Barton Creek Branch,0.023250999999999997,2325.1,116255,15527834.0,98995.71428571429,30.26202,-97.80903
Research Branch,0.0220096,2200.96,110048,15534680.0,84728.28571428571,30.42672,-97.75515
Downtown Dallas Branch,0.0634306,6343.06,317153,15551663.0,242860.42857142858,32.78858,-96.79728
South Preston Royal Branch,0.0637818,6378.18,318909,15531114.0,256571.85714285713,32.89389,-96.804
Casa Linda Branch,0.050462599999999996,5046.26,252313,15539371.0,220737.14285714287,32.83313,-96.7031
Walnut Hill and Monroe Branch,0.016893,1689.3,84465,15523464.0,71836.0,32.88102,-96.87972
Campbell Centre Branch,0.0244196,2441.96,122098,15518934.0,97011.42857142857,32.86142,-96.76776
Garland Broadway Branch,0.0464324,4643.24,232162,15535462.0,200274.14285714287,32.87785,-96.62009
Las Colinas Branch,0.022664999999999998,2266.5,113325,15532063.0,94434.57142857143,32.85852,-96.93256
Irving Boulevard Branch,0.031344199999999996,3134.42,156721,15539055.0,131230.7142857143,32.8138,-96.94563
Hillcrest Branch,0.039434199999999996,3943.42,197171,15523926.0,153724.14285714287,32.84497,-96.78725
Downtown Arlington Branch,0.0515888,5158.88,257944,15535878.0,243221.2857142857,32.73347,-97.10135
Hurst Branch,0.027873,2787.3,139365,15535654.0,120016.0,32.84728,-97.18612
Plano and Preston Branch,0.0305712,3057.12,152856,15537929.0,129247.85714285714,33.01986,-96.7953
Casa View Branch,0.0180852,1808.52,90426,15529826.0,80279.0,32.83488,-96.6753
Inwood and Stemmons Motor Bank Brh,0.0123086,1230.8600000000001,61543,15530695.0,50402.0,32.81015,-96.8486
Farmers Branch,0.0279558,2795.58,139779,15530792.0,121572.14285714286,32.92209,-96.88179
West Garland Branch,0.030427,3042.7000000000003,152135,15540250.0,116294.14285714286,32.93124,-96.68219
Grand Prairie Branch,0.0137626,1376.26,68813,15533341.0,58514.71428571428,32.74593,-96.99607
Richardson Branch,0.0639844,6398.4400000000005,319922,15575234.0,230483.57142857142,32.95171,-96.73351
Central Arlington Branch,0.017462,1746.2,87310,15532520.0,74165.28571428571,32.70643,-97.11584
Colleyville Branch,0.054277799999999994,5427.78,271389,15570732.0,175480.0,32.88343,-97.15389
Forest Hill Branch,0.014029799999999999,1402.98,70149,15532540.0,56872.142857142855,32.66189,-97.27973
Lewisville Branch,0.0268632,2686.32,134316,15535219.0,109791.42857142857,33.04338,-97.01677
Castell Motor Bank Branch,0.0319956,3199.56,159978,15530293.0,154343.0,29.70225,-98.12528
Oak Park Branch,0.023693,2369.3,118465,15526961.0,102781.85714285714,29.51583,-98.4567
Highland Park Branch,0.013529,1352.9,67645,15526070.0,62875.857142857145,29.39698,-98.48682
Medical Center Fredericksburg Branch,0.0139796,1397.96,69898,15531458.0,56559.0,29.5121,-98.56836
El Paso - Downtown Branch,0.0939362,9393.62,469681,15487506.0,512060.14285714284,31.75889,-106.49059
Chamizal Branch,0.0143968,1439.68,71984,15523734.0,65312.42857142857,31.76695,-106.41907
First State Branch,0.014625399999999998,1462.54,73127,15524570.0,70673.71428571429,31.80869,-106.46267
Northgate Branch,0.0197918,1979.18,98959,15509926.0,98606.42857142857,31.87774,-106.42029
El Paso - East Branch,0.0254842,2548.42,127421,15540107.0,108354.14285714286,31.75481,-106.319
El Paso - West Branch,0.0296694,2966.94,148347,15529023.0,123189.14285714286,31.8387,-106.56615
Coronado Branch,0.0263124,2631.2400000000002,131562,15524080.0,115885.42857142857,31.83022,-106.5264
Mcallen North Branch,0.0202672,2026.72,101336,15524687.0,83871.71428571429,26.25385,-98.2215
South Arlington Branch,0.0177212,1772.1200000000001,88606,15532850.0,80551.14285714286,32.66787,-97.13414
Riverside Branch,0.0120164,1201.64,60082,15530496.0,47813.42857142857,29.72131,-95.37927
South Post Oak Branch,0.012876799999999999,1287.68,64384,15545510.0,44961.0,29.64481,-95.46365
Houston Tower Branch,0.044635999999999995,4463.6,223180,15528466.0,195414.2857142857,29.76009,-95.36372
Desert Vista Branch,0.0099016,990.16,49508,15518787.0,41357.857142857145,31.76794,-106.29781
Southeast Oak Cliff Branch,0.0048556,485.56,24278,15525510.0,17065.85714285714,32.69432,-96.79336
Lincoln Village Branch,0.0077176,771.76,38588,15526771.0,33727.142857142855,30.193,-97.76909
Kings Crossing Branch,0.0355594,3555.94,177797,15531310.0,152415.2857142857,30.04492,-95.18146
William Cannon and Mopac Branch,0.0310338,3103.38,155169,15536078.0,110951.28571428571,30.22124,-97.83653
Parker and Tollway Branch,0.0498052,4980.52,249026,15544989.0,169337.42857142858,33.04513,-96.82756
I 35 and Sam Bass Branch,0.015653399999999998,1565.3400000000001,78267,15524824.0,66924.42857142857,30.5205,-97.71931
Legacy and Coit Branch,0.0388846,3888.46,194423,15555295.0,136785.2857142857,33.07168,-96.77346
